action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[-2.5934067  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.588912   2.498975   5.559864   2.1098921  7.4291058 -5.1428647
 27.312727 ]",49.3,1479,0,1479,0
"[-2.5934067  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.589211   2.4995053  5.5613256  2.1099005  7.4290466 -5.1428647
 27.312727 ]",49.333332,1480,0,1480,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5894625  2.4999743  5.5626035  2.1098921  7.4290214 -5.1428647
 27.312727 ]",49.366665,1481,0,1481,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5896938  2.5003822  5.563739   2.1098921  7.4289875 -5.1428475
 27.312727 ]",49.4,1482,0,1482,0
"[-2.5934067  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.589959   2.5008037  5.565017   2.1098921  7.428953  -5.1428475
 27.312727 ]",49.433334,1483,0,1483,0
"[-2.5934067  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5902717  2.5011232  5.5659485  2.1098835  7.428928  -5.142856
 27.312727 ]",49.466667,1484,0,1484,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5913866  2.50147    5.5670977  2.1098835  7.428894  -5.1428647
 27.312727 ]",49.5,1485,0,1485,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5932698  2.5018032  5.568117   2.1098921  7.428877  -5.1428475
 27.312727 ]",49.533333,1486,0,1486,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5947382  2.5020885  5.568974   2.1098921  7.428843  -5.142856
 27.312727 ]",49.566666,1487,0,1487,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5959618  2.5023537  5.5698915  2.1098835  7.4288263 -5.1428733
 27.312727 ]",49.6,1488,0,1488,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5976207  2.502619   5.5708027  2.1098921  7.4288006 -5.142856
 27.312727 ]",49.633335,1489,0,1489,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.5997078  2.5028365  5.5716114  2.1098921  7.4287925 -5.142856
 27.312727 ]",49.666668,1490,0,1490,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6025157  2.5030541  5.5724206  2.1098921  7.4287667 -5.1428475
 27.312727 ]",49.7,1491,0,1491,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.604936   2.5032375  5.5729985  2.1099005  7.42875   -5.142856
 27.312727 ]",49.733334,1492,0,1492,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6082127  2.5034347  5.573719   2.1098921  7.4287415 -5.142856
 27.312727 ]",49.766666,1493,0,1493,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6114488  2.503598   5.574324   2.1098921  7.4287243 -5.142856
 27.312727 ]",49.8,1494,0,1494,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.614318   2.503727   5.574868   2.1099005  7.4287076 -5.1428647
 27.312727 ]",49.833332,1495,0,1495,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.617615   2.5038767  5.575419   2.1099005  7.428699  -5.142856
 27.312727 ]",49.866665,1496,0,1496,0
"[-2.6813188  2.5054946 -5.4945054  2.1098902  7.428571  -5.142857
 28.       ]","[-2.621361   2.5040126  5.5760036  2.1099005  7.4286737 -5.142856
 27.312727 ]",49.9,1497,0,1497,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6248555  2.5041485  5.5765066  2.1099005  7.428665  -5.142856
 27.312727 ]",49.933334,1498,0,1498,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6271873  2.5042439  5.576826   2.1098921  7.428665  -5.142856
 27.312727 ]",49.966667,1499,0,1499,0
"[-2.6813188  2.5054946 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6312528  2.5043592  5.577098   2.1098835  7.4286566 -5.1428647
 27.312727 ]",50.0,1500,0,1500,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6344004  2.5044682  5.576901   2.1098835  7.428648  -5.1428647
 27.312727 ]",50.033333,1501,0,1501,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6373918  2.5045564  5.576656   2.1098921  7.42864   -5.1428647
 27.312727 ]",50.066666,1502,0,1502,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6400363  2.5046313  5.5765     2.1098921  7.4286313 -5.142856
 27.312727 ]",50.1,1503,0,1503,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6422324  2.5048897  5.576425   2.1098921  7.4286313 -5.1428647
 27.312727 ]",50.133335,1504,0,1504,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6441495  2.5060725  5.576418   2.1099005  7.42864   -5.142856
 27.312727 ]",50.166668,1505,0,1505,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.5164833 -5.142857
 28.       ]","[-2.6454277  2.5075343  5.5764523  2.1099005  7.428614  -5.1428394
 27.312727 ]",50.2,1506,0,1506,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6467533  2.5096214  5.5765133  2.109909   7.4286313 -5.142856
 27.312727 ]",50.233334,1507,0,1507,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6487317  2.512769   5.576663   2.1098921  7.4286227 -5.142856
 27.312727 ]",50.266666,1508,0,1508,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.65054    2.515604   5.5768666  2.1098921  7.4286904 -5.1428475
 27.312727 ]",50.3,1509,0,1509,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6522124  2.518568   5.577091   2.1098835  7.429038  -5.142856
 27.312727 ]",50.333332,1510,0,1510,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6536877  2.5214508  5.5773563  2.1098921  7.4295893 -5.1428475
 27.312727 ]",50.366665,1511,0,1511,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6553261  2.5255163  5.5776896  2.1098921  7.4302163 -5.142856
 27.312727 ]",50.4,1512,0,1512,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.65587    2.5293233  5.577955   2.1098921  7.430649  -5.1428647
 27.312727 ]",50.433334,1513,0,1513,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6557953  2.5326478  5.578172   2.1099005  7.4309287 -5.1428475
 27.312727 ]",50.466667,1514,0,1514,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.655462   2.5355983  5.5783896  2.1098921  7.431115  -5.142856
 27.312727 ]",50.5,1515,0,1515,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6546056  2.5388072  5.5785937  2.1098921  7.43131   -5.1428475
 27.312727 ]",50.533333,1516,0,1516,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6534295  2.5416422  5.5787907  2.1098835  7.431454  -5.142856
 27.312727 ]",50.566666,1517,0,1517,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6492958  2.544919   5.5790086  2.1098921  7.431573  -5.142856
 27.312727 ]",50.6,1518,0,1518,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6473923  2.5474956  5.5791783  2.1098835  7.4316235 -5.142856
 27.312727 ]",50.633335,1519,0,1519,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6457267  2.5509357  5.5794296  2.1098921  7.431683  -5.1428733
 27.312727 ]",50.666668,1520,0,1520,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.642919   2.553927   5.5796404  2.1098921  7.4316916 -5.1428647
 27.312727 ]",50.7,1521,0,1521,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.5164833 -5.142857
 28.       ]","[-2.6400363  2.5568094  5.5798445  2.1098921  7.4316745 -5.142856
 27.312727 ]",50.733334,1522,0,1522,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6383572  2.5585976  5.579967   2.1098835  7.431658  -5.1428647
 27.312727 ]",50.766666,1523,0,1523,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6355426  2.5613441  5.5801506  2.1099005  7.431598  -5.142856
 27.312727 ]",50.8,1524,0,1524,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6332242  2.5639138  5.580341   2.1098835  7.4316406 -5.1428475
 27.312727 ]",50.833332,1525,0,1525,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6322658  2.5658379  5.5804834  2.1098835  7.431861  -5.1428647
 27.312727 ]",50.866665,1526,0,1526,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6317356  2.567823   5.58062    2.1098835  7.432336  -5.1428647
 27.312727 ]",50.9,1527,0,1527,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.63111    2.5695362  5.580735   2.1098835  7.43276   -5.1428475
 27.312727 ]",50.933334,1528,0,1528,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6301787  2.5711544  5.5808578  2.1098921  7.433158  -5.142856
 27.312727 ]",50.966667,1529,0,1529,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.628982   2.5730443  5.5809865  2.1099005  7.4335566 -5.1428647
 27.312727 ]",51.0,1530,0,1530,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6284585  2.574234   5.581082   2.1098921  7.433709  -5.142856
 27.312727 ]",51.033333,1531,0,1531,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6276293  2.5757976  5.5811906  2.1098921  7.4338107 -5.1428394
 27.312727 ]",51.066666,1532,0,1532,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6268678  2.5771506  5.581279   2.1099005  7.433828  -5.142856
 27.312727 ]",51.1,1533,0,1533,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6266842  2.5784967  5.581374   2.1098921  7.4337854 -5.142856
 27.312727 ]",51.133335,1534,0,1534,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6267657  2.579666   5.5814624  2.1099005  7.4337516 -5.142856
 27.312727 ]",51.166668,1535,0,1535,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6267998  2.5805497  5.58151    2.1098921  7.433658  -5.142856
 27.312727 ]",51.2,1536,0,1536,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6270444  2.5815015  5.581585   2.1099005  7.4335566 -5.1428647
 27.312727 ]",51.233334,1537,0,1537,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6275203  2.5823038  5.5816326  2.1098921  7.433404  -5.1428394
 27.312727 ]",51.266666,1538,0,1538,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6284585  2.5831945  5.5817075  2.1098835  7.433209  -5.142856
 27.312727 ]",51.3,1539,0,1539,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6300561  2.5839965  5.581762   2.1098921  7.433031  -5.1428475
 27.312727 ]",51.333332,1540,0,1540,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.632388   2.5847037  5.5818095  2.1099005  7.432819  -5.1428394
 27.312727 ]",51.366665,1541,0,1541,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6335847  2.5853834  5.5818567  2.1098921  7.432624  -5.1428475
 27.312727 ]",51.4,1542,0,1542,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.634455   2.5859683  5.5818977  2.1099005  7.432429  -5.142856
 27.312727 ]",51.433334,1543,0,1543,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6354678  2.5864441  5.5819316  2.1098921  7.432268  -5.1428475
 27.312727 ]",51.466667,1544,0,1544,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6373239  2.5870016  5.5819726  2.1098921  7.432081  -5.1428733
 27.312727 ]",51.5,1545,0,1545,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6397169  2.5875726  5.582013   2.1099005  7.431861  -5.1428475
 27.312727 ]",51.533333,1546,0,1546,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6412668  2.587967   5.582027   2.1098921  7.4316998 -5.1428475
 27.312727 ]",51.566666,1547,0,1547,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6432996  2.5884087  5.5820675  2.109909   7.4315133 -5.142856
 27.312727 ]",51.6,1548,0,1548,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6451488  2.5887964  5.582088   2.1099005  7.431344  -5.142856
 27.312727 ]",51.633335,1549,0,1549,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.646563   2.5891294  5.582115   2.1098921  7.4312    -5.1428475
 27.312727 ]",51.666668,1550,0,1550,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6484938  2.589483   5.5821424  2.1099005  7.4310217 -5.1428475
 27.312727 ]",51.7,1551,0,1551,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6510568  2.5897753  5.582163   2.1098921  7.4308863 -5.142856
 27.312727 ]",51.733334,1552,0,1552,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6532118  2.5900812  5.5821967  2.1099005  7.430725  -5.1428475
 27.312727 ]",51.766666,1553,0,1553,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6539733  2.590326   5.582204   2.1098921  7.4305897 -5.142856
 27.312727 ]",51.8,1554,0,1554,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6551833  2.5905843  5.582217   2.1099005  7.430437  -5.142856
 27.312727 ]",51.833332,1555,0,1555,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6570394  2.5908222  5.5822377  2.1098835  7.430301  -5.1428475
 27.312727 ]",51.866665,1556,0,1556,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6592624  2.591101   5.582265   2.1098921  7.430132  -5.1428647
 27.312727 ]",51.9,1557,0,1557,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6604793  2.5912302  5.5822716  2.1099005  7.4300637 -5.1428475
 27.312727 ]",51.933334,1558,0,1558,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6616488  2.591407   5.5822716  2.1099005  7.429937  -5.142856
 27.312727 ]",51.966667,1559,0,1559,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6622741  2.5915904  5.5822854  2.1099005  7.4298434 -5.1428647
 27.312727 ]",52.0,1560,0,1560,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6627297  2.5917332  5.582292   2.1098921  7.4297333 -5.142856
 27.312727 ]",52.033333,1561,0,1561,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.5164833 -5.142857
 28.       ]","[-2.6632056  2.591842   5.5822988  2.1098835  7.429674  -5.142856
 27.312727 ]",52.066666,1562,0,1562,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6639194  2.5919917  5.5823193  2.1098835  7.4295635 -5.1428733
 27.312727 ]",52.1,1563,0,1563,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6644769  2.5920799  5.582326   2.1098921  7.4294705 -5.142856
 27.312727 ]",52.133335,1564,0,1564,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6645381  2.5922024  5.5823326  2.1098835  7.429479  -5.142856
 27.312727 ]",52.166668,1565,0,1565,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6642458  2.5922906  5.582353   2.1098921  7.4296484 -5.142856
 27.312727 ]",52.2,1566,0,1566,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6633687  2.5924063  5.5823464  2.1098835  7.4299536 -5.142856
 27.312727 ]",52.233334,1567,0,1567,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6620567  2.5924742  5.5823464  2.1098835  7.43031   -5.1428647
 27.312727 ]",52.266666,1568,0,1568,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6576445  2.592556   5.58236    2.1098921  7.4306912 -5.1428475
 27.312727 ]",52.3,1569,0,1569,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6556592  2.5926104  5.582367   2.1098835  7.4310727 -5.142856
 27.312727 ]",52.333332,1570,0,1570,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6542995  2.592692   5.582367   2.1098921  7.431344  -5.142856
 27.312727 ]",52.366665,1571,0,1571,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6517637  2.5927463  5.5823736  2.1098835  7.4315815 -5.142856
 27.312727 ]",52.4,1572,0,1572,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6475759  2.5928075  5.5823803  2.1099005  7.431768  -5.1428394
 27.312727 ]",52.433334,1573,0,1573,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.646128   2.5928483  5.5823803  2.1098921  7.431878  -5.1428475
 27.312727 ]",52.466667,1574,0,1574,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6432793  2.5929093  5.582387   2.1098921  7.4319882 -5.1428647
 27.312727 ]",52.5,1575,0,1575,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6406958  2.5929365  5.5823803  2.1098921  7.4320135 -5.1428475
 27.312727 ]",52.533333,1576,0,1576,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.638425   2.5929637  5.582394   2.1098835  7.4320307 -5.1428647
 27.312727 ]",52.566666,1577,0,1577,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.636671   2.5930114  5.582401   2.1098921  7.4320135 -5.1428394
 27.312727 ]",52.6,1578,0,1578,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6356378  2.5930657  5.582394   2.1098835  7.4319882 -5.142856
 27.312727 ]",52.633335,1579,0,1579,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6347609  2.593093   5.582394   2.1099005  7.431895  -5.1428647
 27.312727 ]",52.666668,1580,0,1580,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6341896  2.5931406  5.582401   2.1098921  7.4318104 -5.1428475
 27.312727 ]",52.7,1581,0,1581,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6335506  2.5931542  5.582394   2.1098921  7.4317255 -5.1428647
 27.312727 ]",52.733334,1582,0,1582,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.633102   2.5931814  5.582394   2.1099005  7.4316154 -5.142856
 27.312727 ]",52.766666,1583,0,1583,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6326804  2.593188   5.582394   2.1098835  7.431488  -5.142856
 27.312727 ]",52.8,1584,0,1584,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6324766  2.5932152  5.5824075  2.1098921  7.431344  -5.1428475
 27.312727 ]",52.833332,1585,0,1585,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6322725  2.5932288  5.5824075  2.1098835  7.4312253 -5.142856
 27.312727 ]",52.866665,1586,0,1586,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6320822  2.5932562  5.5824075  2.1098835  7.4310813 -5.142856
 27.312727 ]",52.9,1587,0,1587,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.63162    2.5932834  5.5824075  2.1098921  7.430903  -5.142856
 27.312727 ]",52.933334,1588,0,1588,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.630403   2.5932834  5.582401   2.1098921  7.430708  -5.1428394
 27.312727 ]",52.966667,1589,0,1589,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6292472  2.59329    5.5824075  2.1098921  7.4305553 -5.1428647
 27.312727 ]",53.0,1590,0,1590,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.628411   2.593297   5.582401   2.1098835  7.4304624 -5.142856
 27.312727 ]",53.033333,1591,0,1591,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.62716    2.5933106  5.5824075  2.1099005  7.43031   -5.142856
 27.312727 ]",53.066666,1592,0,1592,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6254945  2.5933106  5.582414   2.1098752  7.4301825 -5.1428475
 27.312727 ]",53.1,1593,0,1593,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.623992   2.5933242  5.5824075  2.1098835  7.4300637 -5.142856
 27.312727 ]",53.133335,1594,0,1594,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6228702  2.5933378  5.582428   2.1098921  7.4299793 -5.1428733
 27.312727 ]",53.166668,1595,0,1595,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6212454  2.5933378  5.582414   2.109909   7.4298687 -5.1428475
 27.312727 ]",53.2,1596,0,1596,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6199877  2.5933716  5.582414   2.1099005  7.429767  -5.142856
 27.312727 ]",53.233334,1597,0,1597,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.619532   2.5933716  5.582414   2.1098835  7.4296823 -5.142856
 27.312727 ]",53.266666,1598,0,1598,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.619505   2.593365   5.5824213  2.1099005  7.429623  -5.142856
 27.312727 ]",53.3,1599,0,1599,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.619505   2.5933716  5.5824213  2.1098921  7.429547  -5.1428647
 27.312727 ]",53.333332,1600,0,1600,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6193962  2.5933716  5.5824213  2.1099005  7.4294453 -5.1428475
 27.312727 ]",53.366665,1601,0,1601,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6189408  2.5933785  5.582414   2.1098921  7.4293857 -5.1428475
 27.312727 ]",53.4,1602,0,1602,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6183696  2.5933716  5.582428   2.1098835  7.4293094 -5.142856
 27.312727 ]",53.433334,1603,0,1603,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6182473  2.5933852  5.582414   2.1098921  7.4292502 -5.1428733
 27.312727 ]",53.466667,1604,0,1604,0
"[-2.6813188  2.5934067 -5.4945054  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6184037  2.5933785  5.5824213  2.1098835  7.429199  -5.142856
 27.312727 ]",53.5,1605,0,1605,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6186075  2.5933852  5.582401   2.1098835  7.429148  -5.142856
 27.312727 ]",53.533333,1606,0,1606,0
"[-2.5934067  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6187437  2.5933988  5.5824213  2.1098921  7.4290977 -5.1428647
 27.312727 ]",53.566666,1607,0,1607,0
"[-2.6813188  2.5934067 -5.5824175  2.1098902  7.428571  -5.142857
 28.       ]","[-2.6188047  2.5933988  5.58234    2.1099005  7.429055  -5.1428394
 27.312727 ]",53.6,1608,0,1608,0
